sentence,language
لەنێوان قاهیرەو هەرێمدا فاروق عەبدول - قاهیرە 8 / 2 / 2011 جیاواز لەنەهجی گۆشەکە ، هێندەی دەمهەوێت بابەتی,Kurdish
کاتێ ئەکادیمییەک ڕاستییەکان چەواشە دەکات چیا هاوار 8 / 2 / 2011 دکتۆر کامەران مەنتک,Kurdish
ڕیفۆرم ، پرەنسیپی زۆرینە یان کۆدەنگیی ؟ کوردستانی نوێ 9 / 2 / 2011 ڕیفۆرم واتە بنیاتنانەوە ، گۆڕینی بوارێک بەئاڕاستەی چاکسازی و باشترکردن ، دەکرێت ئەو بوارە پەیوەندی بە,Kurdish
یاسایەکی نوێ بۆ ئەنجومەنی پارێزگاکانی عێراق هەمواردەکرێت هەورامان کامەران 9 / 2 / 2011 لەناوەڕاستی ئەم مانگەدا ، کۆنگرەی هەموارکردنەوەی,Kurdish
سیناریۆیەکەی گۆڕان بۆچی ؟ عەونی خۆشناو - هۆڵەندا 10 / 2 / 2011 ئازادی حەزو خەونێکی زکماکی مرۆڤە ، بەڵام,Kurdish
هاووڵاتیانی کوردستان,Kurdish
د . ڕێزان مەلا حەسەن : هیچ جۆرە ڕێگرییەک نابینم بۆ بەشداریکردنی ژنان,Kurdish
گەورەترین شۆڕشی میللی لەمیسر سەرکەوت کوردستانی نوێ 12 / 2 / 2011 شۆڕشی 25 ی یەنایەر لەمیسر بەرۆشتنی حوسنی موبارەک سەرۆکی پێشووی میسر هێوربووەوە ، بەلام وەک,Kurdish
سەرکەوتنی میسرییەکان و فرۆشتنی,Kurdish
میسریییەکان پاش حوسنی موبارەک فەرید ئەسەسەرد 13 / 2 / 2011 دەست لەکارکێشانەوەی سەرۆکی میسر حوسنی موبارەک پاش ( 18 ) ڕۆژ لەهەڵگیرسانی شۆڕش ، بەو جۆرە سەیر ناکرێت کەکۆتایی هاتنی ڕژێمێکە کە لەساڵی ( 1981 ) وە حوکمڕانی وڵات دەکات ، بەڵکو لەناوەڕۆکدا,Kurdish
عێراق لەگێژاوی گۆڕانکارییەکانی ناوچەکەدا کوردستانی نوێ 13 / 2 / 2011 لەدوای ئەو شەپۆلی گۆڕانکارییە خێرایەی ناوچەکەی گرتووەتەوە ،,Kurdish
دیکتاتۆرییەت بۆ خراپە ؟ د . شێرکۆ عەبدوللا 14 / 2 / 2011 لەدنیای تیجارەتا زۆر ئاسایییە دەمانچەیەکت بۆ دروست بکەن لەشێوەی بووکە شووشەدا ، یاخود,Kurdish
گۆڕان و حارس زاری و عەبدولکەریم زێدان,Kurdish
شارەزایانی دادوەریی ڕوو دەکەنە پەرلەمان سلێمانی ، دیلمان کەمال سیوەیلی 15 / 2 / 2011 هاووڵاتییەک لەنزیک پارکی ئازادی گەڕەکی کارێزەوشک - ی سلێمانی سکاڵایەک لەسەر خاوەنی سەمونخانەیەک تۆماردەکات ، بەهۆی کارکردنی موەلیدەی سەمونخانەکە کە دەنگ و دوکەڵەکەی ببوە هۆی پیسبوونی ژینگەی ئەو,Kurdish
پەرلەمانتاران : بەرژەوەندی گشتی بخرێتە پێش بەرژەوەندی حیزبی هەژان خالید 15 / 2 / 2011 پەرلەمانتارانی کوردستان داوا دەکەن پەرلەمانتارەکان بەرژەوەندی مییللەت بخەنە بەرژەوەندی لایەنە سیاسییەکانەوە و یەکگرتووبن لەسەر مەسەلە نەتەوایەتییەکان .,Kurdish
کێی تر ماوە برینداری بکەیت ؟ ستران عەبدوڵڵا 15 / 2 / 2011 پەیتا پەیتا نەوشیروان مستەفا سەرۆکی هەڵنەبژێردراوی بزووتنەوەی گۆڕان توێژو گروپەکانی کۆمەڵی کوردەواری بریندار دەکات و بەجۆرەها تۆمەتی ناڕەوا ناونیشان و پرەستیجی گشتی و کۆمەڵایەتییان لەکەدار دەکات ، ڕۆژێک کۆمەڵی,Kurdish
بە بەشداریی 180 کۆمپانیا ، سێیەمین پێشانگای کرماشان لەسلێمانی کرایەوە مەریوان قەرەداغی 16 / 2 / 2011 دوێنێ 16,Kurdish
پۆلیس و منداڵ ئاشت دەکرێنەوە پەیمان قارەمان 16 / 2 / 2011 بەئامانجی ڕەواندنەوەی ترسی مندالان لەهێزەکانی پۆلیس ، ئاژانسی هەواڵی ناوخۆ لەچوارچێوەی پڕۆژیەکی ( ڕۆشنبیری ، کۆمەلایەتی ، پۆلیس و پارێزگاریی ) بەسپۆنسەری ( پاک سیتی ) سەردانی یەکێک لەقوتابخانەکانی شاری سلێمانی کرد .,Kurdish
چەندین پڕۆژەی تر بۆ خزمەتی مامۆستایانی کوردستان بەڕێوەیە هەولێر ، فەتاح حەسەن قەلاتی 17 / 2 / 2011 سەعات 11 ی پێش نیوەرۆی ڕۆژی 14 / 2 لەهۆڵی کۆبوونەوەکانی مەکتەبی سکرتارییەتی یەکێتی مامۆستایانی کوردستان لەشاری هەولێر ،,Kurdish
ئەنجومەنی دادوەریی و سەندیکای ڕۆژنامەنووسانی کوردستان کۆبوونەوە هەولێر ، تەها عەبدوڵڵا 19 / 2 / 2011 ڕۆژی,Kurdish
هۆکارو دەرئەنجامی گۆڕانکارییەکانی تونس و میسر ئا / ساڤان غوڵام 19 / 2 / 2011 ئەو گۆڕانکاری و خۆپیشاندانانەی کەبەشێک لەولاتە عەرەبییەکانی,Kurdish
یەکێتیی ئەدیبانی عێراق و یەکێتیی نووسەرانی کورد مستەفا ساڵح کەریم 20 / 2 / 2011 بەشی شەشەم بۆ زانیاری زیاتر دەربارەی,Kurdish
سوپا و شەڕی وەرچەرخانی دێموکراتی سەمیر غەتانی 20 / 2 / 2011 لەمیسر وەک لەهەر وڵاتێکی دیکەدا ، ناکرێت مێژوو دووبارە بێتەوە ، ڕەنگە ڕوخساری مێژوویی هەندێک,Kurdish
ڕۆژی دیالۆگی,Kurdish
ڕێکخەرانی کۆبوونەوەکەی پێنجشەممەی سلێمانی : لەگەڵ هیچ جۆرە توندوتیژییەک نین کوردستانی نوێ 21 / 2 / 2011 ڕێکخەرانی کۆبوونەوە جەماوەرەییەکەی 17 / 2 ی سلێمانی دەڵێن کە لەگەڵ هیچ جۆرە توندوتیژییەک,Kurdish
ڕێکخراوەکانی لاوان و گەنجان و قوتابیان و خوێندکاران بەلاغێکی هاوبەشیان دەرکرد کوردستانی نوێ 21 / 2 / 2011 دوێنێ 21 / 2 / 2011 ، ڕێکخراوەکانی لاوان و خوێندکاران و قوتابیان و گەنجان لەبارەگای مەکتەبی سکرتارییەتی ڕێکخراوی ئازادیی لاوانی کوردستان,Kurdish
کۆبوونەوەی لایەنە سیاسییەکان چارەسەری کێشەکان دەکات ساوێن عبدوڵڵا ، بەشداریکردووە لەم ڕاپۆرتەدا 22 / 2 / 2011 لایەنە سیاسییە سەرەکییەکانی هەرێمی کوردستان ، دەڵێن لە هەوڵی هێورکردنەوەی بارودۆخەکە و تێپەڕاندنی دۆخی ئێستای هەرێمی کوردستاندان ، ئەمە لەکاتێکدایە کە خۆپیشاندان و,Kurdish
هێڵی سوور ، ڕشتنی خوێنی کوردە بەدەستی کورد کوردستانی نوێ 22 / 2 / 2011 مامۆستایانی زانکۆی سلێمانی دەربارەی ڕەوشی ئەمڕۆی کوردستان یاداشتێکیان دەرکردووە و تێیدا وەک بەشێکی دانەبڕاو لەخەم و خواستی خەڵکی کوردستان ، خەمخۆریی خۆیان بۆ,Kurdish
بەڵێ بۆ,Kurdish
هەرێمی کوردستان لەکوێی دنیایە شادمان مەلا حەسەن 23 / 2 / 2011 شەپۆلی ناڕەزایی و خۆپیشاندانەکانی ولاتانی عەرەبی و ڕۆژهەلاتی ناوەڕاست لە سەرەتای ئەم ساڵەوە جارێکی تر دنیای ڕاچڵەکاند بەوەی کەوا لە هەموو,Kurdish
پەرلەمانتارەکەی گۆڕان گوتی ، بەنزینی پیادەکەین سلێمانی : ئاوات کۆکەیی و ڕۆژگار مستەفا 23 / 2 / 2011 بەدرێژایی ئەو ماوەیەی کەجۆرێک لەپشێوی,Kurdish
پیلانێکی دیکە لەدژی کەرکوک بەڕێوەیە کوردستانی نوێ 23 / 2 / 2011 دوێنێ 23 / 2 / 2011 ، لەکەرکوک لەچەند کۆبوونەوەیەکی جەماوەریدا کە لەلایەن پەرلەمانتارانی سەر بەلیستی هاوپەیمانیی کوردستانەوە ئەنجامدرا ، ئاماژەدرا بەهەوڵی هەندێک لایەن کەدەیانەوێت ڕۆژی هەینی 25 / 2 / 2011 ،,Kurdish
بۆ تێپەڕاندنی ئاڵۆزییەکان ، ئەنجومەنی دانایانی کوردستانمان پێویستە ! مەشخەڵ کەوڵۆسی 24 / 2 / 2011 نامەوێ لەپلەو پایە و هەوڵ و کۆشش و کاریگەری فەرمی هیچکام لەدەزگاو کەسایەتییەکانی کوردستان ، یاخود حیزب و لایەنەکان کەم بکەمەوە . بەلام پێموایە سیاسەتمەداری کورد هێشتر,Kurdish
هەمووان خوازیاری ئارامبوونەوەی کوردستانن کوردستانی نوێ 24 / 2 / 2011 شارەوانی سلێمانی لەبانگەوازەکەیاندا ئەنجومەنی شارەوانیی سلێمانی کەئاراستەی هاوولاتیانی شاری سلێمانی دەکات و وێنەیەکی پێشکەش بەڕۆژنامەی کوردستانی نوێ کراوە ، دووباتیدەکاتەوە کەئەوان بەوپێیەی نوێنەری هەڵبژێردراوی جەماوەرن ، نیگەرانیی خۆیان,Kurdish
ئیخوان موسلیمین لەمیسر ، پێش و پاش موبارەک حەسەن یاسین 26 / 2 / 2011 دامەزراندن کۆمەڵەی برایانی موسڵمان ( ئیخوان موسلیمین ) لەمیسر لەساڵی 1928 لەشاری,Kurdish
بەردەرکی سەرا خۆی ناونیشانی ئازادی و ڕاپەڕینە ، ناوی نوێی بۆ چییە ؟ ڕاپۆرتی : مونیرە مەخموری ورۆزا دڵشاد,Kurdish
لە پایتەختەوە سمکۆ عەبدولکەریم 27 / 2 / 2011 دوو شت,Kurdish
پانۆرامای سەردانە دوو ڕۆژییەکەی سەرۆک تاڵەبانی بۆ کوێت کوردستانی نوێ 27 / 2 / 2011 سەرۆک مام جەلال لەسەر بانگهێشتی شێخ سوباح ئەلئەحمەد جابر ئەلسوباح - ی میری دەوڵەتی کوێت ، ڕۆژی هەینی 25 / 2 / 2011 سەردانی کوێتی کرد,Kurdish
لەگرنگترین داواکارییەکانی خۆپیشاندانەکەی سێشەممە ، تەئکید کردنەوەیە لەسەر ناسنامەی عیراقیبوونی کەرکوک ڕۆژنامەی,Kurdish
تورکیاو گۆڕانکارییەکانی خۆرهەلاتی ناوەڕاست سەردار محەمەد 28 / 2 /,Kurdish
بۆ خۆپیشاندەران نایانەوێت سەرۆکایەتی پەرلەمان ببینن ؟ هێرۆ جەزا 28 / 2 / 2011 لەچەند ڕۆژی,Kurdish
دەمامکی سەر ڕووی ڕێبین هەردی - ش لاچوو ڕێبوار عەزیز ناسر 1 / 3 / 2011 لەم چەند ڕۆژەدا ڕێبین هەردی ، کە تا چەند مانگێک بەر لەئێستا خۆی وا بەخەڵک ناساندبوو کەرووناکبیرێکی سەربەخۆیە ، دووجار هاتۆتە سەر تەلەفزیۆنی کەی ئێن ئێن و بەهەموو شێوەیەک بەرگری لەبیروبۆچوون و سیاسەتەکانی,Kurdish
ئەرکی جێبەجێکردن و هاوکاریکردنی 17 خاڵەکەی پەرلەمان د . ئەرسەلان بایز 1 / 3 / 2011 بارودۆخی ئاڵۆزی سنووری پارێزگای سلێمانی ، کەشوهەوایەکی لەبارتر لەجارانی سازکرد بۆ کۆبوونەوە و زیاتر گوێ لەیەکترگرتن لەنێوان سەرجەم,Kurdish
پەکەکە کۆتایی ئاگربڕەکەی ڕاگەیاند کوردستانی نوێ 2 / 3 / 2011 ڕووداوێک کە هەمووان لەتورکیا بەترسەوە چاودێرییان,Kurdish
مامۆستایانی ئاینی کەرکوک پشتگیریی هێزی پێشمەرگەی,Kurdish
پێشبینی دوای ڕووداوەکان سەرتیپ جەوهەر 3 / 3 / 2011 کاتێک بارودۆخی ئابووری جیهان لەئەیلولی 2009 ڕووبەڕووی قەیرانێکی کتوپڕ و بوو ، لەزۆربەی ولاتانی جیهان کۆمپانیاو بانکەکان ڕووبەڕووی قەیرانی گەورەی دارایی بوون و بووە هۆی ئیفلاسبوونی هەزاران کۆمپانیاو,Kurdish
پەرلەمانتاران : دەبێت داخوازییەکانی خەڵک بەهەند وەربگیردرێن لاپەڕەی کوردستانی 3 / 3 / 2011 پەرلەمانتارانی فراکسیۆنی کوردستانی دەڵێن کە ئەو داواکارییانەی خۆپیشاندەران پێشکەشی پەرلەمانی کوردستانیان کردوە ڕەوایەو لەهەوڵی جدی دا دەبن ،,Kurdish
هێزی ئەمنی و پێشمەرگە لەوپەڕی ئامادەباشیدان کەرکوک ، عومەر غەریب 3 / 3 / 2011 حاڵەتی قەدەغەکردنی هاتوچۆ لەکەرکوک ڕاگەیەنراو ئەنجومەنی سیاسیی عەرەبیش لەکەرکوک,Kurdish
گەنجانی چەمچەماڵ ستایشی پڕۆژەی تواناسازیی گەنجان دەکەن هەردی ئەبوبەکر 4 / 3 / 2011 بەمەبەستی بەگەڕخستنی تواناکانی گەنجان لەسەر پیشەیەکی هەمیشەیی بەپاڵپشتی سندوقی قەرزی بچووک و ڕەخساندنی هەلی کار بۆ گەنجان ، لەپڕۆژە یاسای ئەمساڵدا حکومەتی هەرێم بەبڕی 25 ملیار دینار پاڵپشتی دەکات . هەژار عەبدولڕەحمان یەکێکە لەو گەنجانەی,Kurdish
سلێمانی بەمیزاجی کەس هەڵناپەڕێ ئازاد,Kurdish
بەرپرسانی فەیس بوک ڕووبەڕووی دژە گوشار بوونەتەوە جێنیڤەر بریستۆن 5 / 3 / 2011 لەگەڵ پەرەسەندنی ئەو ڕۆڵەی کە سایتی کۆمەلایەتیی فەیس بوک لەشۆڕشەکاندا دەیگێڕێت کە توانیویانە هەردوو ڕژێمی حوکمڕانی تونس و میسر بڕووخێنن ، ڕەنگە هەندێک کەس پێیان وابێت گەورە بەرپرسانی جێبەجێکار لەکۆمپانیاکەدا ئەم ساتە,Kurdish
کامێرای شاراوە د .,Kurdish
ئەوەی داوای سەربەخۆیی زانکۆکان دەکات ، با لەخۆیەوە دەست پێ بکات د . بەهرۆز جاف 6 / 3 / 2011 ( زانکۆ حەرەمێکی ئارامە University is a safe campus ) ، ئەم,Kurdish
هەندێک قەوارەی عێراقی دەیانهەوێت لەحکومەت پاشەکشە بکەن کوردستانی نوێ 6 / 3 / 2011 د . ئەیاد عەللاوی سەرکردەی لیستی,Kurdish
مافی چارەنووس وەک تیۆریی و شێوەکانی بەدەستهێنان و جێبەجێکردنی خەلیل عەبدوڵڵا 7,Kurdish
سەرنووسەری کوردستانی نوی : ڕاگەیاندنی یەکێتی ڕاگەیاندنێکی تەحریزی نییە ، ئەوانەی بەئێمە دەڵێن چەواشەکار مەبەستیانە وەکو,Kurdish
ئەو نووسەرە ئەمریکییەی سایتی سبەی بابەتەکەی شێواندبوو ، ڕوونکردنەوەیەک بلاودەکاتەوە PUKmedia 7 / 3 / 2011 دوای ئەوەی سایتی سبەی وتاری نووسەرێکی ئەمریکی بەدەستکاری و شێواندنەوە بلاوکردەوە ، ناوبراو لەڕوونکردنەوەیەکدا ڕایگەیاند : ئەوەی لەو نووسینەدا هاتووە : بیروڕای خۆمەو هیچکات ڕەنگدانەوەی بۆچوونی گۆڤارەکە و وەزارەتی دەرەوەی ئەمریکا نییە,Kurdish
پەشیمانی د . شێرکۆ عەبدولڵا 8 / 3 / 2011 تەبیعەتی توندی موعارەزە,Kurdish
مەسجەکانی سوپا فاروق عەبدول - قاهیرە 8 / 3 / 2011 ئەمڕۆ 26 ڕۆژی تەواو بەسەر دەستبەرداربوونی حوسنی موبارەک لە سەرۆکایەتی میسر تێپەڕدەبێت کە,Kurdish
ڕاگەیەنراوی لیژنەی مافی مرۆڤی پەرلەمانی کوردستان سەبارەت بەتوندوتیژییەکانی ئەم دواییەی هەرێم کوردستانی نوێ 8 / 3 / 2011 ڕۆژی 7 /,Kurdish
بۆچی تەنیا 8 ی مارس ؟ ئا : دڵنیا خالید 9 / 3 / 2011 هەشتی مارسی 1857 ژنە کرێکارەکانی کارگەی,Kurdish
هیچ کەس لەجەنگ و کۆتاییهێنان بەئاگربڕدا سەرکەوتوو نابێت دڵشا یوسف 9 / 3,Kurdish
بەردەرکی سەرا چوار ڕای بازاڕ عەبدوڵلا حاجی سەعید 9 / 3 / 2011 هیچ کەسێک ناتوانێ حاشا لەوە بکات کە بەردەرکی سەرای سلێمانی لەمێژووی کۆنی شاری سلێمانیدا مەیدانی خەبات و ڕاپەڕین بووە ،,Kurdish
چاوخشاندنەوە بەچەمک و پەیماننامە نێودەوڵەتییەکان و پێناسەکردنیان بەشێوەیەکی مرۆییانە فەتحوڵلا حوسێنی 10 / 3 / 2011 پرەنسیپی سیادەی دەوڵەتان بەیەکێک لەزاراوە گرنگەکان لەیاسای نێودەوڵەتی گشتیی و زانستی سیاسەت دادەنرێت . خۆ,Kurdish
ڕاگەیاندن لەنێوان چەواشەکاریی گۆڕان و واقیعبینی یەکێتییدا هەواڵ و سیاسەت 10 / 3 / 2011 لەشافێزەوە بۆ گردەکە ڕاگەیاندنەکەی بزووتنەوەی گۆڕٍان بەتایبەت تەلەفزیۆنی KNN ، ماوەیەکە وا خۆی نیشان دەدات و وا هەڵسوکەوت دەکات کە ئەوان ( ڕاگەیاندنێکی سەربەخۆ,Kurdish
بەردەوامیی ڕاگەیاندنی چەواشەکاریی پاڵە ڕەووف 12 / 3 / 2011 چەند ڕۆژێ لەمەوبەر لەکۆبوونەوەی پەرلەمانی کوردستان دانیشتنی نائاسایی کرا بۆ لێکۆڵینەوە لەسەر ئەو بارگرژیانەی کە لە 17 / 2 وە هاتوونەتە ئاراوە لەسلێمانی و دەوروبەری . ئەندامی چالاکی لیستی کوردستانی سالار,Kurdish
لەدیدی گۆڕاندا تەنیا 445024 کەس لەم ولاتەدا مرۆڤن و,Kurdish
گۆڕان ، نەهامەتییەکانی پەنابەرانی بەریتانیا بۆ بەرژەوەندی خۆیان بەکاردەهێنن کوردستانی نوێ 12 / 3 / 2011 لەهەواڵێکی تری نا ڕاست و بێبنەمای سایتی سبەی - دا ، کە ڕۆژی پێنجشەمە 10 / 3 / 2011 ، لەژێر ناونیشانی ( یەکێتی و پارتی لەپەرلەمانی بەریتانیا پێچەوانەی خواستی کوردستان دەوەستنەوە,Kurdish
شەقامی بابەگوڕگوڕ زاهیر شکوور 13 / 3 / 2011 2,Kurdish
ستران عەبدوڵڵا : بەڵێ دەیڵێمەوە گۆڕان لەهەڵبژاردنی پێشوەخت دەترسێتد . ئارام حەمەی مینا : لەناو پەرلەماندا لەهەموو پەرلەمانەکانی,Kurdish
بەسفرکردنی هەژاریی لەکوردستان ، بەرازیل وەک نموونە عەلی مەحمود 13 / 3 / 2011 سەرۆک لویس ئیناسیۆ لۆلا داسیلڤا لە بەرازیل کاتێک گەیشت بە دەسەڵات ، هەنگاوی یەکەمی دەرکردنی هاووڵاتیان بوو لە,Kurdish
د . عەلی قەرەداغی لەدوو فتوای پێچەوانەدا کوردستانی نوێ 13 / 3 / 2011 د,Kurdish
خۆپیشاندەرە ڕاستەقینەکان لەکوێی سەرای سلێمانییەوەن ؟ مەریوان مەسعود 14 / 3 / 2011 بەر لەوەی ئامانجی ئەم نووسینەم بخەمەڕوو ، دەمهەوێت ئەوە ڕابگەیەنم کە خۆپیشاندەرانی سەرای سلێمانیم خۆشدەوێت ، بەس تەنیا,Kurdish
ڕێککەوتنی ستراتیژیی کورد و تورکمان ئەکرەمی میهرداد 14 / 3 / 2011 سەدان ساڵە نەتەوەی تورکمان لەکوردستاندا لەگەڵ نەتەوەی دێرینی کوردا نیشتەجێن . لەم مێژوەدا جگە لەچەند سەردەمێکی زۆر کورتخایەن نەبێت ، ئەم دوو نەتەوەیە بەئاشتی و برایەتی پێکەوە ژیاون .,Kurdish
یەکێتیی لەنێوان نامەکەی د .,Kurdish
کاریگەریی بانکەکان لەسەر پرۆسەی وەبەرهێنان ڕاپۆرتی ، گۆنا ئەرکان 15 / 3 / 2011 بانکەکان بە هەردوو جۆری حکومی ئەهلییەوە بە یەکێک لە ڕواڵەتە سەرەکییەکانی گەشەی ئابووری و بزاوتی دارایی و نەختیی دادەنرێت . لە هەموو جیهاندا بانکەکان زۆر گرنگن بۆ دووبارە دابەشکردنەوەی سیولەی نەختیی,Kurdish
فەیلییەکان دۆسێیەک لەسەر ڕەفە فەرهاد فەیلی 15 / 3 / 2011 لەوەتەی دیکتاتۆر ڕووخاوە نەمویستووە لەبارەی فەیلییەکانەوە بنووسم ، ئەگەرچی بایەخێکی زۆر بەم توێژە دەدەم و باوەڕم وەهایە پێویستە بواریان پێبدرێت ئەو ئیمپراتۆریەتە,Kurdish
پرسیار . ؟ ؟ ! ! د . ئەرسەلان بایز 15 / 3 / 2011 ئەم ئەزموونە خەرمان و بەری ڕەنجی دەیان ساڵەی خەباتێکی سەختی خوێناوی گەلی کوردە ، کەئەمڕۆ بۆتە قیبلەنمای سەرجەم ڕۆڵەکانی گەلی کورد لەپارچەکانی تری کوردستاندا . بۆیە,Kurdish
نموونەی حوکمداریی گۆڕان کاوان هەمەوەندیی 16 / 3 / 2011 د . بەرهەم لەوتارەکەی خۆی لەبەردەم پەرلەمانی کوردستان چەند جارێک دوبارەی کردەوە کەمێژوو لە 25 / 7 / 2009 - وە دەستپێناکات ، بەو مانایەی ئەو بارودۆخەی ئێستای کوردستان کەهەموومان گلەییمان لی هەیە دەگەڕێتەوە بۆ بارودۆخی 20,Kurdish
ئەوەی هەرێم بۆ خانەقینی کردووە بەشی کۆمەلایەتی 16 / 3 / 2011 قەزای خانەقین یەکێکە لەو شارەکانی هەرێمی کوردستان کە لەچوارچێوەی ناوچەکێشە لەسەرەکانەو لەسەردەمی ڕژێمی,Kurdish
3 / 16 ، هەرێمی کوردستان هەڵەبجەیان نوی کردەوە کوردستانی نوێ 16 / 3 / 2011 بەبۆنەی یادی تاوانی کیمیابارانکردنی شاری,Kurdish
کاتی دواین قسەیە ئەنوەر حوسێن 17 / 3 / 2011 لە دوای ڕووداوەکانی کوردستان ( هەڤاڵ مام جەلال ) لە چەندین,Kurdish
گڕناگە جەوهەر کرمانج 17 / 3 / 2011 زۆرجار کە منداڵ گڕناگە لەشتێک دەگری ، هەرچەند دایک و باوکە هەوڵی ژیرکردنەوەو ئارام گرتنی دەدەن بی سوودە ، تەنانەت جاری,Kurdish
نەوشیروان مستەفا چۆن و بۆچی ڕاستییەکان ئەشێوێنێ ؟ کوردستانی نوێ 17 / 3 / 2011 (,Kurdish
ئۆپۆزسیۆن ئەسپە تۆپیوەکانی بەکی تاودەدات ؟ ڕێناس خۆشناو 19 / 3 / 2011 لەڕۆژی,Kurdish
عیماد ئەحمەد : لە پشت داخوازیی خۆپیشاندەرانەوە ئەجێندای لایەنە سیاسییەکان هەیە کەخۆیان ناکەنە,Kurdish
حکومەتی سێیەم ڕامیار مەحمود 19 / 3 / 2011 لەکاتی دەستپێکردنی ئەم قەیرانە سیاسییەوە ، من وەک خۆم تێبینی سێ ئاراستەی سیاسسی دەکەم کەدەشێت وەک بەشێک لەچارەسەری سیاسی ببینرێنەوە ، هەرچەندە هیچ,Kurdish
بودجەی حیزبەکان د . ئەرسەلان بایز 19 / 3 / 2011 ماوەیەکی باشە ، باس و گفتوگۆ لەسەر چۆنیەتی دیاریکردنی بودجەی حیزبەکان ئەکرێت . ساڵی پار پڕۆژەیاسایەک لەحکومەتەوە ڕەوانەی پەرلەمان کراو ، دواتر پەرلەمان بێ دیاریکردنی مەزندەیەک بۆ ئەو یارمەتییە پڕۆژەکەی بۆ حکومەت ڕەوانەکردەوە ، بەلام تاکو ئێستاش,Kurdish
یان ئازادیی یان ئازادیی کوردستانی نوێ 23 / 3 / 2011 لەهەرشوێنێک گەلی کوردی لێبوو ، ئاهەنگیان بەبۆنەی جەژنی نەورۆزی پیرۆزەوە گێڕا ، زۆربەی ئەو ئاهەنگانەش هێندە بەرزو بەشکۆ ڕاگیران ، لەهەندێک ناوچە وەک فێستیڤاڵ و,Kurdish
ئەم خوێنانە لە ئەستۆی کێدان ؟ کاروان ئەنوەر 23 / 3 / 2011 پۆلیس کێیە ؟ پێشمەرگەکان کێن ؟ پۆلیسەکانی چالاکی مەدەنی کێن ؟,Kurdish
لیبیا بەرەو ڕووخان یان دووبارەبوونەوەی عێراقی دوای جەنگی دووەمی کەنداو ؟ کوردستانی نوێ 23 / 3 / 2011 عەقید قەززافی لەمیانەی وتارێکیدا لەتەرابلوس وتوویەتی کە خەڵکی لیبیا خۆیان چەکی دژەهێرشی ئاسمانیی ولاتەکەیانن و جەختی,Kurdish
فیکری ئینعزالی گۆڕان ، سلێمانی بەرەو ئینعزالیەتی ڕاستەقینە ئەبا ؟ کوردستانی نوێ 23 / 3 / 2011 لەم نووسینەدا ، زۆر بەداخەوەین,Kurdish
گۆڕانخواز یان ناوچەگەریی ؟ کرمانج هاریکی 24 / 3 / 2011 دەمێکە جولانەوەی گەل بەشێوەیەک دەجوڵێتەوە کەبۆنی بوون بەناتسیونی لێدێت ، بەواتای وشە بیر لەخۆکردنەوە ڕۆڵێکی ئەکتیڤ لەهەستی خۆ بەمروڤ زانینی ڕۆڵەکانی گەلەکەمان بەدی دەکرێت . پرسی پرەنسیپی دێنە,Kurdish
کێ لەقوربانییەکانی خۆپیشاندانی بێ مۆڵەت بەرپرسیارە ؟ ڕاپۆرتی ، هەورامان کامەران 24 / 3 / 2011 دوای ئەوەی چەند هێزو لایەنێکی سیاسی ، خەڵکیان هانداو ڕێگەیان لەبەردەم بەشداریکردن لەخۆپیشاندانی بێ مۆڵەتدا خۆشکرد ، بەهۆیەوە چەندین کەس لە خۆپیشاندەران و هێزە ئەمنییەکان بوونە قوربانی ، هاوکات کاربەدەستان ئۆباڵی هەر,Kurdish
شنە شەریف قەرەچەتانی : کێشەکانی ژنان لەکۆمەڵگەدا بۆ ناهاوسەنگی,Kurdish
ئۆپۆزسیۆنی ئەنارشیست یان یەکێتی ڕیفۆرمیست ؟ ئازاد تۆفیق 26 / 3,Kurdish
دیالۆگی نیشتمانیی د . ئەرسەلان بایز 26 / 3 / 2011 لەڕۆژهەلاتی ناوەڕاستدا ، بەحزبە دەسەلات و ئۆپۆزسیۆنەکانەوە ، ئەگەر لێپرسراوی یەکەمی ئەو حیزبانە لەپۆستە سەرەکییەکانی حکومەت و دامودەزگا ڕەسمییەکاندا نەبن ، ئەوا بێگومان بۆ گەورەو بچووکی مەسەلە و بڕیارەکان ئەبێ لێپرسراوە,Kurdish
دیانا ، ئایینەکان کۆدەکاتەوە ڕاماڵ ئەحمەد 27,Kurdish
ڕۆشنبیرانی هەولێر ترسنۆکن یان ئێوە بێ جورئەتن ؟ مەریوان مەسعود 27 / 3 / 2011 ئەگەرچی ڕاڤە و گفتوگۆکردنی ئەم ڕەوشەی لەئێستادا لەکوردستان دروستبووە,Kurdish
فڕۆکە جەنگییەکانی فەڕەنسا بەرگریی و هێزە ئاسمانییەکانی لیبیایان شپرزە کردووە سەردار جەعفەر,Kurdish
پەیوەندی نێوان عوسمانلی و کورد لەسەردەمی یاوز,Kurdish
عەلی عەبدوڵڵا ساڵح کێیە ؟ ئا / نەبەرد فوئاد 28 / 3 / 2011,Kurdish
قوربان قوربان د . شێرکۆ عەبدوللا 29 / 3 / 2011 ئێمە دیتە بەگەورەیی فێری پلاوخواردنی سیاسیی بووین ، لەدەڵبترین کۆلانی حزبایەتی یا گووم ئەبین . کەچی هەر ئەشچین . دنیادیدەکان خێرا خێرا هاوارمان لی ئەکەن ئەڵێن : بگەڕێنەوە ڕۆڵە ئەو سەرە سەری,Kurdish
